SB,TB,cluster_id
0.00502135343227,0.00942746426724,1
0.0116657706002,0.0117672120837,1
0.00502135343227,0.00942746426724,1
0.00502135343227,0.00779729962771,1
0.010144148348,0.0215563152396,1
0.0214548737561,0.0467193824242,1
0.00760811126102,0.0147688655799,1
0.00502135343227,0.0290518264539,1
0.00912973351322,0.01037746376,1
0.00502135343227,0.0164390996054,1
0.00502135343227,0.00735450755232,1
0.00502135343227,0.00779729962771,1
0.00502135343227,0.00912973351322,1
0.00502135343227,0.00912973351322,1
0.00912973351322,0.01037746376,1
0.00912973351322,0.01037746376,1
0.00502135343227,0.00942746426724,1
0.0151655017803,0.0151655017803,1
0.00502135343227,0.00942746426724,1
0.0215563152396,0.0774130392883,1
0.00502135343227,0.0292861562807,1
0.00502135343227,0.0148992178862,1
0.00502135343227,0.0369292648536,1
0.0506700209984,0.171512188194,2
0.0506700209984,0.171512188194,2
0.00502135343227,0.0112904371114,1
0.253552987959,0.30844297467,3
0.00502135343227,0.0112904371114,1
0.00912973351322,0.01037746376,1
0.00527495714097,0.0107198287668,1
0.00502135343227,0.0164390996054,1
0.0116657706002,0.0117672120837,1
0.00912973351322,0.01037746376,1
0.061676421956,0.242227046328,2
0.0253096501283,0.0940849470983,1
0.101187879772,0.196808143722,2
0.0786171496972,0.196808143722,2
0.0583288530011,0.0774130392883,1
0.0583288530011,0.0774130392883,1
0.00502135343227,0.0292861562807,1
0.0283528946327,0.0528322462188,1
0.010144148348,0.0260582882764,1
0.00502135343227,0.0292861562807,1
0.0583288530011,0.0774130392883,1
0.0535103825358,0.0774130392883,1
0.0535103825358,0.0774130392883,1
0.0151655017803,0.184065571775,2
0.0507207417401,0.097604966575,1
0.0506700209984,0.0701579443898,1
0.0202375759543,0.0282666693718,1
0.217490540582,0.362750687266,3
0.157183578653,0.18249931527,2
0.217490540582,0.362750687266,3
0.217490540582,0.362750687266,3
0.217490540582,0.362750687266,3
0.217490540582,0.362750687266,3
0.061676421956,0.242227046328,2
0.00502135343227,0.0262099432942,1
0.00502135343227,0.0262099432942,1
0.00502135343227,0.0262099432942,1
0.217490540582,0.362750687266,3
0.217490540582,0.362750687266,3
0.00502135343227,0.00942746426724,1
0.471753618925,0.724294220879,5
0.471753618925,0.724294220879,5
0.147090151046,0.278768297508,3
0.471753618925,0.724294220879,5
0.471753618925,0.724294220879,5
0.471753618925,0.724294220879,5
0.0836892238712,0.171091713245,2
0.0760303918685,0.124540216476,2
0.12883068402,0.256771219022,2
0.12883068402,0.256771219022,2
0.152111504479,0.184538289088,2
0.0506700209984,0.189531238905,2
0.015216222522,0.019791233427,1
0.0202375759543,0.0383661834671,1
0.00502135343227,0.0491017356638,1
0.010347031315,0.0182620030635,1
0.00502135343227,0.00942746426724,1
0.109201756966,0.173604925998,2
0.00502135343227,0.0151594152913,1
0.0504671380314,0.100856673328,1
0.0405258726504,0.0646795970744,1
0.061676421956,0.242227046328,2
0.109506081417,0.171740431532,2
0.253552987959,0.30844297467,3
0.111839235537,0.210643240447,2
0.0139989247203,0.0265360776636,1
0.00502135343227,0.00942746426724,1
0.0202375759543,0.0282666693718,1
0.00912973351322,0.01037746376,1
0.00502135343227,0.00942746426724,1
0.0506700209984,0.138924111626,2
0.0760303918685,0.087116931598,1
0.272218220919,0.491335882896,4
0.663325860477,0.728770833545,6
0.120715365342,0.123149453738,2
0.17752259609,0.229210582376,2
0.015216222522,0.019791233427,1
0.0506700209984,0.10000202883,1
0.0791243571146,0.0843151178243,1
0.0811531867842,0.143939885777,2
0.0912466143905,0.101407500583,2
0.354994471439,0.531366721107,4
0.0506700209984,0.0900135931588,1
0.0760303918685,0.087116931598,1
0.0634009271752,0.122008744256,2
0.00502135343227,0.00942746426724,1
0.00912973351322,0.01037746376,1
0.278964079571,0.493202913399,4
0.00760811126102,0.0147688655799,1
0.00502135343227,0.00735450755232,1
0.00760811126102,0.0147688655799,1
0.00760811126102,0.0147688655799,1
0.0411345215512,0.181470698627,2
0.00502135343227,0.00843080169204,1
0.015216222522,0.019791233427,1
0.126751133609,0.350014709015,3
0.109201756966,0.173604925998,2
0.109201756966,0.173604925998,2
0.0100934276063,0.0410893800911,1
0.00806459793668,0.0159851489668,1
0.00502135343227,0.0112904371114,1
0.0608648900882,0.108333417868,2
0.0414895667434,0.0640704409661,1
0.00502135343227,0.00942746426724,1
0.0111078424411,0.0181935300622,1
0.0535103825358,0.0618686535672,1
0.0111078424411,0.0181935300622,1
0.0658862435204,0.128783006523,2
0.0535103825358,0.0618686535672,1
0.319540672963,0.355234380548,3
0.471753618925,0.724294220879,5
0.471753618925,0.724294220879,5
0.00502135343227,0.00942746426724,1
0.471753618925,0.724294220879,5
0.471753618925,0.724294220879,5
0.334706174743,0.548945008572,4
0.471753618925,0.724294220879,5
0.471753618925,0.724294220879,5
0.471753618925,0.724294220879,5
0.471753618925,0.724294220879,5
0.00912973351322,0.01037746376,1
0.00806459793668,0.0159851489668,1
0.00806459793668,0.0159851489668,1
