SB,TB,cluster_id
0.005015792145573489,0.009417023091896405,1
0.011652850439211132,0.011754179573465142,2
0.005015792145573489,0.009417023091896405,1
0.005015792145573489,0.007788663904434468,4
0.010132913425400986,0.021532441028977094,1
0.021431111894723087,0.0466676394263555,1
0.007599685069050738,0.014752508656041293,1
0.005015792145573489,0.029019650759005883,8
0.009119622082860887,0.010365970434185207,2
0.005015792145573489,0.016420892851533565,8
0.005015792145573489,0.007346362233415714,4
0.005015792145573489,0.007788663904434468,4
0.005015792145573489,0.009119622082860887,1
0.005015792145573489,0.009119622082860887,1
0.009119622082860887,0.010365970434185207,2
0.009119622082860887,0.010365970434185207,2
0.005015792145573489,0.009417023091896405,1
0.015148705570974473,0.015148705570974473,2
0.005015792145573489,0.009417023091896405,1
0.021532441028977094,0.07732730222326253,8
0.005015792145573489,0.029253721059132643,8
0.005015792145573489,0.014882716593557697,8
0.005015792145573489,0.03688836467950102,8
0.050613902559877924,0.17132223373996713,10
0.050613902559877924,0.17132223373996713,10
0.005015792145573489,0.011277932642471296,1
0.2532721710678976,0.3081013656127423,6
0.005015792145573489,0.011277932642471296,1
0.009119622082860887,0.010365970434185207,2
0.005269114981208512,0.010707956262292491,1
0.005015792145573489,0.016420892851533565,8
0.011652850439211132,0.011754179573465142,2
0.009119622082860887,0.010365970434185207,2
0.06160811362643799,0.2419587732284374,10
0.02528161899637546,0.09398074543790906,8
0.10107581141837482,0.19659017330321832,1
0.07853007904685763,0.19659017330321832,10
0.05826425219605566,0.07732730222326253,4
0.05826425219605566,0.07732730222326253,4
0.005015792145573489,0.029253721059132643,8
0.028321493023995753,0.05277373305650214,1
0.010132913425400986,0.02602942800717005,1
0.005015792145573489,0.029253721059132643,8
0.05826425219605566,0.07732730222326253,4
0.0534511183189902,0.07732730222326253,4
0.0534511183189902,0.07732730222326253,4
0.015148705570974473,0.18386171410390087,8
0.05066456712700492,0.0974968663965232,1
0.050613902559877924,0.07008024254141575,4
0.020215162283674967,0.028235363259879846,4
0.21724966384059713,0.36234893092696907,7
0.15700949352658825,0.18229719227101895,6
0.21724966384059713,0.36234893092696907,7
0.21724966384059713,0.36234893092696907,7
0.21724966384059713,0.36234893092696907,7
0.21724966384059713,0.36234893092696907,7
0.06160811362643799,0.2419587732284374,10
0.005015792145573489,0.026180915062879798,8
0.005015792145573489,0.026180915062879798,8
0.005015792145573489,0.026180915062879798,8
0.21724966384059713,0.36234893092696907,7
0.21724966384059713,0.36234893092696907,7
0.005015792145573489,0.009417023091896405,1
0.47123113884827283,0.7234920451563154,9
0.47123113884827283,0.7234920451563154,9
0.14692724466831428,0.27845955396941685,7
